num,v0,res_st,res_lt
066,3.48828,0.017550178904449928,0.04725500634627592
067,3.48891,0.017692726422323495,0.047232243963441334
068,3.48766,0.017858270194983802,0.0475517227692824
069,3.48996,0.029585628150961885,0.0571136951603778
070,3.49352,0.01794756122998664,0.04665763553495382
071,3.48849,0.018311193167164383,0.0480699243426349
072,3.48891,0.017679630018955207,0.04730666029578871
073,3.48869,0.01785182187473001,0.04753572435591647
074,3.4931,0.017831455346972946,0.04645882393739267
075,3.4931,0.017806218296566,0.046631761540984584
076,3.49352,0.017885191545002753,0.04651162126065038
077,3.4908,0.027720557642604334,0.055577560057730596
078,3.4933,0.018033450177930677,0.047081892937592934
079,3.49289,0.02154081615320992,0.050004523486653955
080,3.4933,0.017929820512253385,0.04685821997323991
081,3.49352,0.01794083917227373,0.0469847036463473
082,3.4931,0.018060879266037458,0.047118870486774336
083,3.4931,0.018488996218647708,0.04762940968418252
084,3.48639,0.018181767578237123,0.0482949875592064
085,3.48869,0.019325815588178488,0.048218044454460623
086,3.49352,0.02731749084996775,0.055578809236987575
087,3.48933,0.01793540222588552,0.0477397754472793
088,3.48975,0.01795219765533661,0.04746162376776712
089,3.49352,0.023180728577285002,0.051988946032957215
090,3.48933,0.017736730391669835,0.047254804070792605
091,3.48891,0.024461403083944885,0.05378394858735773
092,3.4933,0.017855755262566417,0.04675418106777087
093,3.48891,0.017914717817757667,0.047660629759879544
094,3.48933,0.023015447032031944,0.0516814975777712
095,3.49289,0.018118791831207796,0.04688524144542268
096,3.49289,0.01801810141114526,0.0466287509115381
097,3.49352,0.017675261161606573,0.04605245728580487
098,3.48869,0.017994975256985485,0.047653832484367956
099,3.48953,0.01789713837440986,0.04722019153497896
100,3.49352,0.026359134792981298,0.053618710371314084
101,3.49246,0.018513954709041484,0.04854552598871612
102,3.49205,0.017921851503710555,0.04747919260730917
103,3.49268,0.01807679489181743,0.0471831920094085
104,3.49352,0.018183316551311352,0.046940076730740826
105,3.49268,0.017738435734312566,0.04700946602584027
106,3.49373,0.018044971644688705,0.047027444743989816
107,3.49268,0.018040168686490644,0.04716844756910163
108,3.49352,0.018183911357228504,0.04742365459705332
109,3.49205,0.017904161618570724,0.04723922674290451
110,3.49373,0.01783051715327809,0.04689146722599956
111,3.49393,0.01765107747116019,0.046525444533741155
112,3.49268,0.018116150476633126,0.04718654620043071
113,3.49164,0.017823560331840477,0.046827439924827734
114,3.4933,0.025260719454248064,0.05264220791533994
115,3.49268,0.01764028647984793,0.046552521176072184
116,3.4933,0.01804086119477841,0.04660165521840461
117,3.49414,0.017355259744944007,0.05032923504959354
118,3.49373,0.01774178545038277,0.04599427385563923
119,3.4931,0.025610720275628333,0.05672940857364149
120,3.49352,0.018052534467929968,0.046717689575082835
121,3.49373,0.017963846945802105,0.046821553912402024
122,3.49246,0.017939996291547116,0.04700635552212567
123,3.49352,0.017787073637835705,0.04657440284786807
124,3.49289,0.019076265731127612,0.04763465986828377
125,3.49352,0.017694320840103764,0.0459302676982832
126,3.49226,0.017980944865403213,0.04659323549884848
127,3.49246,0.017862579459866974,0.04672240435490644
128,3.49205,0.02365331814701113,0.052164260624757056
129,3.49289,0.017752121164555,0.04661600628378867
130,3.49226,0.017770940738116952,0.046684144588254456
131,3.49226,0.017715586698051053,0.04680131339769686
132,3.4931,0.018018276882153815,0.04640773533166178
133,3.49414,0.017708861390407095,0.046248610061253165
134,3.49373,0.018100886291657917,0.04730995285159912
135,3.49268,0.02077052437137704,0.04958229292221618
136,3.49373,0.017934363475767132,0.046921806205906046
137,3.49393,0.017961090922744977,0.046895313299520035
138,3.49373,0.017784948419151233,0.04644190973516777
139,3.49289,0.01789146820507131,0.046876134606133206
140,3.49268,0.017782549113994635,0.04685353381461241
141,3.49373,0.017964639227865918,0.047300814029163335
142,3.49435,0.017765505374808106,0.046443427559783
143,3.49352,0.017832561553838267,0.047241128180292205
144,3.4933,0.017897914438948066,0.0467384569872583
145,3.491,0.019622257272473163,0.050031174758119544
146,3.49477,0.018052075357733944,0.04723545949034241
147,3.4933,0.018019340348368804,0.047872194457582645
148,3.49373,0.017950559981400195,0.04653976560479528
149,3.49289,0.019288819579599766,0.05222819863241766
150,3.4933,0.01789261540673002,0.04726004499592835
151,3.49205,0.01843409785823462,0.048063064561728236
152,3.49289,0.018013651439591806,0.04748816103896722
153,3.49016,0.018115156836163687,0.04839086718086532
154,3.4933,0.018050386363207375,0.047698712438119524
155,3.4908,0.017675882930932498,0.04710681920687834
156,3.49268,0.0177657928261985,0.05153170061453495
157,3.48305,0.017760810886033873,0.047874473088175044
158,3.49289,0.018010123886247342,0.04756926696679573
159,3.4908,0.023710501441839185,0.05292370824457585
160,3.4933,0.018245725493040772,0.047842767585923235
161,3.49246,0.018083256391135304,0.04727228869250903
162,3.4931,0.017811030096713636,0.04729259623806847
163,3.4933,0.018114758435978227,0.04689628606590068
164,3.49352,0.01795651303675958,0.04709984614826052
165,3.4833,0.01756669832587552,0.05018982130103508
166,3.48953,0.01807834711920305,0.047582455927310065
167,3.49268,0.01772382262788772,0.046850299800747244
168,3.49184,0.017943329846910425,0.047537576150242386
169,3.49142,0.017973533454400767,0.04756173508020438
170,3.49246,0.01788110095671907,0.04710468260373871
171,3.491,0.018023595094220222,0.047775408392778336
172,3.4933,0.017879239300906354,0.04690717175113019
173,3.49373,0.017994729056234303,0.0471878205723434
174,3.4931,0.01782461906480696,0.04679016536904173
175,3.49352,0.018048785593833182,0.047166954090545596
176,3.4908,0.018030760495599076,0.047940812142539535
177,3.49142,0.017992593214808623,0.04731575907786271
178,3.4933,0.017979111049380672,0.04674766912251248
179,3.49226,0.018101199665975627,0.04727331858646888
180,3.48996,0.017908071452849155,0.04745819995842446
181,3.4931,0.017904274121977662,0.04672881660006336
182,3.49352,0.0185527897033875,0.04777581771566689
183,3.49226,0.018028470773626758,0.046880061062499416
184,3.48996,0.017966915162361423,0.048168322910624846
185,3.49164,0.01857957354125446,0.04822391058531681
186,3.49121,0.01795659061342228,0.047532059498658644
187,3.4933,0.01786363313557931,0.04737837159594038
188,3.49289,0.0182468343986675,0.047591375492340646
189,3.49164,0.01770654267952384,0.04708755263188833
190,3.49268,0.018866660439026083,0.04798422316621867
191,3.49184,0.017850039168119138,0.047174147867365165
192,3.49289,0.017657810818639128,0.04621843423978792
193,3.48849,0.017944225170103488,0.04803860092107342
194,3.49142,0.017781880938691617,0.04766028112850387
195,3.4931,0.0181887475742981,0.048026645804245226
196,3.49121,0.01862242968704934,0.04839356604040734
197,3.4933,0.017752548929428076,0.04727876061918258
198,3.49289,0.024644087729326115,0.0529661119415894
199,3.49289,0.01980701551849684,0.04887963388839441
200,3.49373,0.020996014889366352,0.04980451425400723
201,3.49164,0.020142726394929623,0.04835739071793056
202,3.49268,0.01791958710784397,0.046155580200670114
203,3.49059,0.01809572836460359,0.04737107554212125
204,3.49268,0.023232025469370355,0.051762486424249604
205,3.49184,0.018263688343211484,0.047531786329380085
206,3.49246,0.018041514339594465,0.04766458373421139
207,3.491,0.01781138018653706,0.047757509227724954
208,3.49205,0.018511565967195227,0.04766221723303588
209,3.49226,0.01777613277342082,0.046696921708290866
210,3.4931,0.018821437500939425,0.04744861444367752
211,3.49246,0.017999251052547422,0.046728420358557
212,3.4931,0.018576020347210682,0.04719156792401415
213,3.49059,0.017665007491025543,0.04668410256893255
214,3.49226,0.017791420608280435,0.04661527417472541
215,3.49289,0.018012763943132545,0.0468663166882289
216,3.49205,0.017906767889632472,0.04701980809100798
217,3.49016,0.017755499979262797,0.04746170767051582
218,3.49059,0.01788431929769127,0.04756078164995352
219,3.4933,0.017789282438756167,0.04691440553736673
220,3.4933,0.017670693003280787,0.046313612950564034
221,3.49268,0.017867428101212536,0.046288977912715315
222,3.49205,0.017873180381053528,0.04667533300591299
223,3.4931,0.017660132854106638,0.04660157299849572
224,3.49268,0.0186061445984598,0.047477481032440226
225,3.49205,0.017702523981848413,0.0467918828372405
226,3.48933,0.01790565921106394,0.04732787802097876
227,3.49289,0.01754039857551483,0.04609798258782588
228,3.49289,0.017819314346981068,0.0470425836572832
229,3.4908,0.01779676051684429,0.0473697580584557
230,3.49142,0.017924228287879,0.04736298085517671
231,3.49059,0.01788062304192227,0.05239130606864739
232,3.49059,0.01738675567229699,0.05257075271968113
233,3.4908,0.01883242600822929,0.047471294625634035
234,3.49352,0.018774327393678757,0.05414026214075651
235,3.48996,0.018702212908540274,0.05458674398132822
236,3.49059,0.018582251931720868,0.04791244523197611
237,3.4931,0.01859587204185805,0.046793558151020154
238,3.49373,0.018836326383335423,0.04727819403183349
239,3.49142,0.020149066196823395,0.04951885826069481
240,3.49268,0.018746466714581606,0.047681956986214774
241,3.49246,0.018821168500697816,0.048086955338769805
242,3.49289,0.018979230070543467,0.04769747401126963
243,3.49059,0.019572350609647335,0.04878361664694916
244,3.49246,0.01875250367184228,0.04712641638559119
245,3.49121,0.018904245382077065,0.04787660921280566
246,3.49059,0.018705992708346705,0.04760216166223646
247,3.4908,0.01868720042602323,0.048123787398622025
248,3.48953,0.01859402663202476,0.04776224508907411
249,3.49246,0.019115012706945805,0.04803020665517139
250,3.49393,0.018961251362280086,0.04808917953136069
251,3.49164,0.019383710581105884,0.04931663412690342
252,3.49246,0.025449516192462808,0.054822665604515555
253,3.49226,0.0189583781693642,0.04865769628615974
254,3.49289,0.024474802361770735,0.05373220782837388
255,3.49246,0.021922163424743193,0.050386982697200794
256,3.48996,0.0193551578721508,0.0489363424350098
257,3.49205,0.019063031048568012,0.04730079466692801
258,3.49246,0.021786187113221618,0.05051335061081626
259,3.49184,0.020514569301410924,0.04924798349503259
260,3.49184,0.01894251191278349,0.048092622570640786
261,3.49268,0.01937161882565258,0.04866545152085491
262,3.49205,0.018959515105640857,0.04835893819231179
263,3.49205,0.02014010082690324,0.04994220147580612
264,3.49268,0.01899977797367528,0.04832193524995498
265,3.49142,0.018849573691555835,0.04727210751061969
266,3.48766,0.01891245892063951,0.048806148632479424
267,3.49205,0.020300047525486153,0.048229150877804446
268,3.49289,0.018772562661637238,0.0474009107777292
269,3.49142,0.019244149787334887,0.047760898734513925
270,3.49121,0.02046791595054987,0.04873645697111333
271,3.49184,0.01896691981418474,0.047752613849532596
272,3.48912,0.01899592705130068,0.04802706986702976
273,3.49205,0.018950691394067923,0.04802350330839822
274,3.49184,0.0187741832813138,0.04727086110250919
275,3.48996,0.01948099436087044,0.047934794175974814
276,3.49373,0.019658082938246394,0.047662035237815446
277,3.49246,0.01901349073030366,0.04686532708150567
278,3.48975,0.02014207028284064,0.048984018986649495
279,3.49142,0.018595370561616892,0.047338179972458344
280,3.49226,0.01922179097527496,0.04807407082136005
281,3.49164,0.019010758925163553,0.047366142414791354
282,3.4933,0.019949517734071852,0.047997381493475995
283,3.49164,0.018797075460205072,0.04722975889854366
284,3.49519,0.0192144576723432,0.046963927747908835
285,3.4908,0.01872585613222648,0.04740352951981889
286,3.49289,0.019537016761777735,0.04799009611463386
287,3.49268,0.01877123872995898,0.04699927791357296
288,3.49226,0.018537129039518825,0.045980924960350125
289,3.49164,0.018291626034822456,0.04649690669202983
290,3.49121,0.018706344837357572,0.04723367062613755
291,3.49246,0.018957669144583463,0.04678023979444667
292,3.49184,0.018478877330906338,0.04611091758956181
293,3.49268,0.018383862019702005,0.046038569835188066
294,3.49205,0.018432650573130163,0.04585782071723221
295,3.49226,0.018521794231183372,0.046703377278831525
296,3.4933,0.018565178145710425,0.04568516421910113
297,3.49352,0.018545590938373796,0.046058337226693266
298,3.49268,0.020036107399249086,0.047386797984331666
299,3.49037,0.018781820794597007,0.046689715656254654
300,3.4908,0.018377602773069598,0.04624213116960272
301,3.55782,0.0206038811881542,0.04012886151616632
302,3.55403,0.019113764870420123,0.03828430251093082
303,3.55928,0.01898765968040087,0.038216190656710766
304,3.56053,0.019277302815548996,0.0383085342402048
305,3.55864,0.018836382480784827,0.03764098517751217
306,3.55237,0.018833647058238354,0.03723573037010386
307,3.55237,0.018974454013172395,0.03761342793909264
308,3.55885,0.019010301067199732,0.03705684045744189
309,3.56075,0.020096243423724305,0.038173173681057986
310,3.491,0.01884479081921444,0.0479973405960308
311,3.55928,0.019305541327709428,0.03744167703169455
312,3.55907,0.02048742640097226,0.03808040919556221
313,3.49226,0.0189268716967805,0.04773215537656775
314,3.48785,0.019100737637623346,0.04906577843992579
315,3.4931,0.019417269486480676,0.048120756254376985
316,3.491,0.02014822043719803,0.04950806674671033
317,3.48891,0.020859860435317797,0.04991969368945135
318,3.48912,0.0190248222750289,0.04849740243640793
319,3.48912,0.020213353445552515,0.04952684239501495
320,3.49477,0.018765020018833227,0.0466991695452955
321,3.49059,0.01914361403527974,0.04802846655526253
322,3.48975,0.01904428405325436,0.0484862875649917
323,3.4908,0.01897224931998554,0.047980278441893995
324,3.48975,0.019076220831212867,0.04825579540404073
325,3.49352,0.01905064947533064,0.047606867455607334
326,3.49016,0.018808695868507693,0.04791377380804038
327,3.49352,0.018907420549628157,0.04744357811080633
328,3.49373,0.018843388727383732,0.046955041067255995
329,3.48933,0.018985623235537007,0.048440388490656204
330,3.49226,0.019179504940092934,0.04747524711405365
331,3.4933,0.018828563427616254,0.04704491562987788
332,3.49142,0.018802396382333445,0.04767843941507577
333,3.49205,0.018853792406037115,0.047773980749705444
334,3.49414,0.01905355668953993,0.047275571500614594
335,3.49246,0.019109349050135803,0.04790824174407189
336,3.49226,0.019698205553909366,0.04846346302121241
337,3.49016,0.01921658574838979,0.048573601144140936
338,3.49059,0.019188819831720647,0.048381625078620476
339,3.4931,0.018847451702207186,0.04716312638370058
340,3.4933,0.01915964590450798,0.047754866762225553
341,3.49037,0.01997024038210375,0.04902540099664426
342,3.49164,0.018984848247278155,0.04817749623690669
343,3.48953,0.01953138781669988,0.04916553694688622
344,3.48975,0.01876535253991597,0.04796767043264858
345,3.49435,0.01917968943941761,0.04782562279681299
346,3.49246,0.01896456412545759,0.047408693917017464
347,3.49016,0.018901893395960663,0.0483614391273349
348,3.49435,0.01903644784985427,0.047107268235197175
349,3.49205,0.019237706140306916,0.04821385275496552
350,3.49268,0.01882644134171373,0.04747872671769842
351,3.49226,0.019373651473941815,0.048996782752022426
352,3.48828,0.022267123623322952,0.05192551186722744
353,3.4931,0.019070094466813185,0.048615882936512346
354,3.49414,0.018923147725632215,0.04823921326354153
355,3.4931,0.019380614086362137,0.048714116454891786
356,3.49373,0.01915705017058119,0.04807725460015321
357,3.49477,0.01882011183276982,0.04700740638198268
358,3.49435,0.019288786924001145,0.04768252207278372
359,3.49393,0.019069203343928857,0.04781063760204191
360,3.49373,0.01965629168758068,0.04836272683455011
361,3.48849,0.019064607326066386,0.04876456065101456
362,3.48576,0.0244158686760149,0.05427443874883365
363,3.49164,0.018806375563029,0.04768053936355745
364,3.48828,0.018780197507726762,0.04864588154491292
365,3.48807,0.018898366255415213,0.04879136617626076
366,3.49393,0.018912815868391226,0.047618718151259676
367,3.49352,0.01903451545238785,0.047590560362097294
368,3.49059,0.01921265845842162,0.048570068122517136
369,3.48639,0.018951167068897323,0.04934160712142374
370,3.49059,0.019222038798040412,0.04887935045241962
371,3.49623,0.018873691888458152,0.046662243500036754
372,3.49268,0.018794429607795732,0.047720199363226884
373,3.49498,0.01896058538839658,0.047766613568373834
374,3.48933,0.018870489379014782,0.04825856573461963
375,3.49246,0.01881945577575575,0.047709625768424024
376,3.49435,0.01884362328159036,0.04757411956701333
377,3.48912,0.01893557386145862,0.048477383047428706
378,3.48869,0.019121621197543445,0.04940965343115207
379,3.4866,0.01885788030827394,0.0489000638932888
380,3.49457,0.019221301790089865,0.04942670913897383
381,3.49393,0.01962420802713403,0.05017185095156376
382,3.49393,0.01932727674797813,0.04965911999335449
383,3.49246,0.019724923108274513,0.05020562929898676
384,3.49037,0.019539997340916396,0.05050816049857919
385,3.49477,0.019372100614288047,0.04897936846066134
386,3.491,0.019349473522417934,0.04997105443175458
387,3.49457,0.019362652737462918,0.049036448425955066
388,3.49707,0.020298559296196665,0.048857691889423474
389,3.4931,0.01909084944900615,0.048892713091362686
390,3.49373,0.019290192789161824,0.048725926525851435
391,3.48598,0.01952939522197996,0.05094695254334204
392,3.4931,0.019291104020388153,0.048889070396536366
393,3.4933,0.01940173446899713,0.04951313103543911
394,3.49289,0.01970749483952918,0.049417804271507514
395,3.49435,0.019426850315932546,0.04850617183720048
396,3.49393,0.01930343453914412,0.048684267351808516
397,3.49498,0.019276231742591805,0.04850332800920996
398,3.48975,0.01918268128792448,0.04942157037048527
399,3.49352,0.019077488626016152,0.048622478996451335
400,3.4908,0.019448768980283113,0.049774466203674685
401,3.48682,0.019482305250337693,0.0514483677379634
402,3.4908,0.01933052080543768,0.050100281712036204
403,3.49414,0.019314819373665117,0.04922988828471745
404,3.48598,0.021242578148390923,0.052861017854408124
405,3.49414,0.020249950119716427,0.049858692934840576
406,3.49246,0.01928251644522594,0.049548389481666996
407,3.4931,0.02063395503629433,0.050310210332016624
408,3.49352,0.0214510596689658,0.05101351826403609
409,3.49393,0.019099884286442,0.04856648803335818
410,3.48996,0.0195484711110665,0.050065136446507945
411,3.49393,0.023953075404288746,0.05292787640772767
412,3.48766,0.019390128163700854,0.05059630083899578
413,3.49498,0.01909556237494376,0.048206502018973175
414,3.4933,0.01924325849762842,0.04903810632904168
415,3.48682,0.019392652399545674,0.05055863698583915
416,3.4933,0.020212182856997246,0.049724304785114665
417,3.49246,0.021409876443133413,0.05103624571235101
418,3.49268,0.01937983315372333,0.04883788980998806
419,3.49352,0.019491426199509714,0.049137399250170834
420,3.49184,0.019201578651461243,0.04898336999811756
421,3.49268,0.0190623562229173,0.048978206935444774
422,3.49393,0.01942772375823841,0.0485656605300558
423,3.49352,0.019038974950518178,0.0484147573569747
424,3.48869,0.022315768834260074,0.0526619942803442
425,3.49393,0.019214700154147196,0.04848867493512657
426,3.49393,0.019720285294226626,0.04922202322480325
427,3.49393,0.018811658526035023,0.048008441519622774
428,3.49373,0.02013061217805371,0.04963463238205032
429,3.49352,0.01924068110289559,0.04860299313364245
431,3.49226,0.019352892324047202,0.048631459052076165
432,3.49289,0.01911962410425565,0.04837664362740919
433,3.48682,0.019287660636635576,0.04991382389198756
434,3.49268,0.019132157341434725,0.04846819939389525
435,3.49226,0.019409216284152153,0.04918768868219121
436,3.49289,0.020335943684626313,0.04995984088354186
437,3.49373,0.01936425612228944,0.04854161144364784
438,3.48849,0.019598976870315928,0.050280642346470124
439,3.4933,0.01936675648570723,0.048775692113744155
440,3.491,0.019358593551246583,0.04905502527306667
441,3.49435,0.01925650594792602,0.04815803024816074
442,3.49268,0.019280793595460866,0.04845136176845078
443,3.49246,0.019144367754573885,0.04847646066556808
444,3.49393,0.019472700650839093,0.04840963186057711
445,3.49457,0.019153899576257117,0.04768651013470606
446,3.49352,0.0191304094564518,0.04805647185057843
447,3.48869,0.01940465897945091,0.049627756928868755
448,3.48703,0.019347927317156927,0.0499891755639357
449,3.49623,0.019301847766350244,0.04769827845379787
450,3.49352,0.019309354250563078,0.048461665411934036
451,3.49393,0.019780170662181386,0.04970532468150354
452,3.48682,0.019503923657091183,0.05089630248942084
453,3.49373,0.019623590067116475,0.04925970800622312
454,3.49414,0.01960779209948107,0.04918455551134842
455,3.4933,0.020201877976113572,0.05012836990664842
456,3.49246,0.02001360440578086,0.0499643902255249
457,3.49289,0.021480947709122504,0.05120876412584253
458,3.49435,0.019799262173835576,0.048982634640114556
459,3.49498,0.019582492869295885,0.04856097387831899
460,3.49352,0.020450736776188562,0.05021411781878089
461,3.49246,0.019181713610196657,0.04913176449064642
462,3.49457,0.01943242951287114,0.0488074952647008
463,3.49205,0.01998360286601179,0.049878402021845326
464,3.49268,0.019319623154124832,0.04905489364182901
465,3.49373,0.019422012395081366,0.04914240775562985
466,3.49226,0.02012102422866114,0.04967548813400444
467,3.49477,0.019279616993516747,0.0483057423590104
468,3.49414,0.01931576269508499,0.048998023555038066
469,3.48869,0.019213511922867646,0.05022478174255311
470,3.49037,0.019250984234831778,0.04984355065673669
471,3.48766,0.019367784985071648,0.05084616503308506
472,3.49457,0.019383458206212706,0.048668490173189846
473,3.49142,0.01923461139280981,0.04891066443389389
474,3.48953,0.01964266625819467,0.05017179880485953
475,3.48766,0.019241377574686393,0.050283951052965264
476,3.49289,0.01974613377258419,0.049389574690841515
477,3.49268,0.019687431398186225,0.04890659751586268
478,3.49246,0.019158767293340026,0.048893149882653336
479,3.49435,0.019514853918363412,0.048146448722809
480,3.48891,0.019232082813560467,0.04937706121545368
481,3.49289,0.019728589224291715,0.049165307500695477
482,3.49164,0.019362937363527344,0.0493718688919782
483,3.4908,0.019285373512362515,0.04939545739759662
484,3.48703,0.01929234195629194,0.050069437393404644
485,3.49205,0.020348349514197422,0.0497623400333934
486,3.49184,0.02038686204770901,0.05033741499679461
487,3.49059,0.019061108309991415,0.049208265691155106
488,3.49205,0.0192297306868559,0.048829488686110666
489,3.491,0.019189470156249142,0.04925250796218986
490,3.49246,0.01919337048182107,0.04797620148559078
491,3.48891,0.019200312897064906,0.04965762325230131
492,3.48766,0.01929862976262179,0.05027449921447507
493,3.49373,0.01943935107250986,0.04893832161737979
494,3.48975,0.019268821781584695,0.04947491498278134
495,3.48807,0.018917712217941307,0.04813235660863457
496,3.49393,0.019335114975261785,0.0482403889979233
497,3.49414,0.01918330932161178,0.04806187991035607
498,3.4933,0.019027288457217698,0.04816141354974398
499,3.49226,0.01909043981011265,0.04843505532531856
500,3.49184,0.01929477213534901,0.04898235893424157
501,3.49268,0.01957190486521064,0.0498995159322523
502,3.49205,0.019015602085962403,0.048687479829054164
503,3.49226,0.01931181784322026,0.04934616763232001
504,3.48933,0.01919746905670245,0.04972009445950773
505,3.49059,0.01918223449452299,0.04939122459057663
506,3.49246,0.01922343893795877,0.04921114925580659
507,3.48996,0.01933955409535478,0.050205539518088
508,3.4908,0.019679091764635618,0.04956051866688956
509,3.49268,0.019314284909694404,0.049010066493441556
510,3.49059,0.019059743831571677,0.048959919123955004
511,3.49457,0.019172915014396243,0.047845237552527564
512,3.49016,0.0195204372114307,0.04981108411842359
513,3.4933,0.019223497317870368,0.048335793784165255
514,3.49603,0.019255371882011603,0.047683411717029806
515,3.49393,0.019166358868842118,0.04798110261551134
516,3.4931,0.01904585629679296,0.04826611661896404
517,3.4933,0.019215115889288446,0.048281100133410054
518,3.49289,0.019606097652851644,0.04875893977283683
519,3.49205,0.018972678330564867,0.04850923878818511
520,3.4931,0.019190959592137867,0.04848612924813914
521,3.49393,0.019090767822434573,0.04794183919054652
522,3.49393,0.01957206174845509,0.048519655973963204
523,3.49393,0.019333617228854565,0.048134939238804735
524,3.49268,0.019256426073492056,0.048475069970649445
525,3.49414,0.0192847448540011,0.048049012310973215
526,3.49393,0.019047322479282057,0.048267685421664555
527,3.49268,0.019420855478322077,0.04906165898486946
528,3.4933,0.021076721146760798,0.05016590897041587
529,3.49373,0.01927254571623692,0.04779238839656526
530,3.49561,0.019458039388187916,0.04822296223758807
531,3.4908,0.01923268562607671,0.049085093785904206
532,3.4931,0.02456616284558856,0.053686764039096085
533,3.49268,0.019041035662779333,0.04783502864975917
534,3.48996,0.019322274253246424,0.049526427288714224
535,3.49414,0.019167933366101404,0.048312665381339506
536,3.49393,0.021096097297528628,0.050087379543609964
537,3.48912,0.019211315019218383,0.04937636130280268
538,3.4933,0.019958025884403208,0.049473739744886
539,3.49205,0.019093550747847875,0.0485766492847719
540,3.49352,0.019169525382180787,0.04828035921558819
541,3.49373,0.01922392529282911,0.048156936962193156
542,3.49644,0.019257281618065024,0.04764348213122909
543,3.4933,0.01916022057628064,0.0484944247965459
544,3.49352,0.019066919411524795,0.048284164247275996
545,3.49352,0.019193853455795756,0.04822391391110213
546,3.49289,0.019118318196743173,0.048445686939286164
547,3.49059,0.019355438780415422,0.04932692249201345
548,3.49666,0.02067603036703826,0.04865730588878482
549,3.49268,0.019352996521949613,0.04905220122254347
550,3.4933,0.019228219880945772,0.048821398659168624
551,3.48953,0.019591444940610464,0.04984027323439913
552,3.49352,0.01999649132109852,0.04945876523592909
553,3.49059,0.019406405740368525,0.049875739734179754
554,3.48953,0.01923565187984927,0.050030606336188346
555,3.48912,0.019361129342117415,0.04964240284778223
556,3.49121,0.019545892639662873,0.04959978112695593
557,3.4933,0.0193816061754708,0.04850038541071924
558,3.48996,0.02299312971022006,0.05281443891853608
559,3.49582,0.019182471194534655,0.04772120943620268
560,3.4908,0.01929712224015133,0.0492185279198549
