# num,v0,st,lt,dev_st,dev_lt,dev,largest_dev,dist,mod
400,3.490800,0.019449,0.030326,0.017154,0.030570,0.030570,lt,0.001137,42
501,3.492680,0.019572,0.030328,0.023594,0.041580,0.041580,lt,0.001139,42
369,3.486390,0.018951,0.030390,0.008870,0.007926,0.008870,st,0.001201,44
145,3.491000,0.019622,0.030409,0.026227,0.034555,0.034555,lt,0.001220,44
491,3.488910,0.019200,0.030457,0.004160,0.024223,0.024223,lt,0.001268,44
553,3.490590,0.019406,0.030469,0.014938,0.034237,0.034237,lt,0.001280,44
383,3.492460,0.019725,0.030481,0.031596,0.045538,0.045538,lt,0.001292,44
410,3.489960,0.019548,0.030517,0.022368,0.032214,0.032214,lt,0.001328,44
504,3.489330,0.019197,0.030523,0.004011,0.028809,0.028809,lt,0.001334,44
474,3.489530,0.019643,0.030529,0.027294,0.030171,0.030171,lt,0.001340,44
381,3.493930,0.019624,0.030548,0.026329,0.056597,0.056597,lt,0.001359,44
470,3.490370,0.019251,0.030593,0.006810,0.037147,0.037147,lt,0.001404,44
433,3.486820,0.019288,0.030626,0.008728,0.018132,0.018132,lt,0.001437,46
448,3.487030,0.019348,0.030641,0.011880,0.019805,0.019805,lt,0.001452,46
438,3.488490,0.019599,0.030682,0.025009,0.029377,0.029377,lt,0.001493,46
402,3.490800,0.019331,0.030770,0.010969,0.045661,0.045661,lt,0.001581,46
484,3.487030,0.019292,0.030777,0.008973,0.024326,0.024326,lt,0.001588,46
554,3.489530,0.019236,0.030795,0.006008,0.039141,0.039141,lt,0.001606,46
507,3.489960,0.019340,0.030866,0.011442,0.044029,0.044029,lt,0.001677,46
600,3.486600,0.019254,0.030953,0.006945,0.027761,0.027761,lt,0.001764,46
384,3.490370,0.019540,0.030968,0.021925,0.049880,0.049880,lt,0.001779,46
492,3.487660,0.019299,0.030976,0.009302,0.034509,0.034509,lt,0.001787,46
475,3.487660,0.019241,0.031043,0.006307,0.036737,0.036737,lt,0.001854,48
577,3.489330,0.019601,0.031133,0.025100,0.049384,0.049384,lt,0.001944,48
415,3.486820,0.019393,0.031166,0.014219,0.036078,0.036078,lt,0.001977,48
412,3.487660,0.019390,0.031206,0.014087,0.042201,0.042201,lt,0.002017,48
452,3.486820,0.019504,0.031392,0.020038,0.043604,0.043604,lt,0.002203,48
391,3.485980,0.019529,0.031418,0.021370,0.039666,0.039666,lt,0.002229,48
471,3.487660,0.019368,0.031478,0.012918,0.051292,0.051292,lt,0.002289,48
401,3.486820,0.019482,0.031966,0.018908,0.062676,0.062676,lt,0.002777,48
149,3.492890,0.019289,0.032939,0.008788,0.132622,0.132622,lt,0.003750,48
62,3.491640,0.017894,0.033546,0.064154,0.145368,0.145368,lt,0.004357,48
301,3.557820,0.020604,0.019525,0.077565,0.060943,0.077565,st,-0.009664,59
33,3.491840,0.017150,0.024884,0.103044,0.149416,0.149416,lt,-0.004305,59
12,3.491840,0.017475,0.026225,0.086098,0.103571,0.103571,lt,-0.002964,59
35,3.493730,0.024408,0.026895,0.276495,0.070810,0.276495,st,-0.002294,59
24,3.493730,0.017523,0.026911,0.083569,0.070258,0.083569,st,-0.002278,59
15,3.492260,0.017330,0.026923,0.093656,0.077530,0.093656,st,-0.002266,59
44,3.493730,0.017392,0.027082,0.090407,0.064328,0.090407,st,-0.002107,59
20,3.493930,0.017671,0.027217,0.075820,0.058592,0.075820,st,-0.001972,59
28,3.493930,0.017480,0.027228,0.085818,0.058222,0.085818,st,-0.001961,59
100,3.493520,0.026359,0.027260,0.378560,0.059326,0.378560,st,-0.001929,59
30,3.492680,0.017442,0.027371,0.087789,0.059958,0.087789,st,-0.001818,0
114,3.493300,0.025261,0.027381,0.321114,0.056298,0.321114,st,-0.001808,58
47,3.492680,0.017611,0.027418,0.078944,0.058357,0.078944,st,-0.001771,58
65,3.493730,0.027319,0.027454,0.428750,0.051492,0.428750,st,-0.001735,58
69,3.489960,0.029586,0.027528,0.547303,0.068875,0.547303,st,-0.001661,58
34,3.494140,0.018250,0.027592,0.045535,0.044484,0.045535,st,-0.001597,58
46,3.493300,0.021361,0.027759,0.117150,0.043287,0.117150,st,-0.001430,58
77,3.490800,0.027721,0.027857,0.449761,0.053325,0.449761,st,-0.001332,58
41,3.491210,0.025473,0.027867,0.332235,0.050793,0.332235,st,-0.001322,58
299,3.490370,0.018782,0.027908,0.017727,0.053869,0.053869,lt,-0.001281,58
548,3.496660,0.020676,0.027981,0.081338,0.016902,0.081338,st,-0.001208,58
64,3.492260,0.028222,0.028039,0.475979,0.039312,0.475979,st,-0.001150,0
357,3.494770,0.018820,0.028187,0.015725,0.020363,0.020363,lt,-0.001002,56
31,3.488690,0.017526,0.028234,0.083429,0.051708,0.083429,st,-0.000955,56
118,3.493730,0.017742,0.028252,0.072120,0.023900,0.072120,st,-0.000937,56
86,3.493520,0.027317,0.028261,0.428681,0.024758,0.428681,st,-0.000928,56
198,3.492890,0.024644,0.028322,0.288864,0.026146,0.288864,st,-0.000867,56
244,3.492460,0.018753,0.028374,0.019260,0.026728,0.026728,lt,-0.000815,56
566,3.496660,0.019512,0.028437,0.020450,0.000895,0.020450,st,-0.000752,56
79,3.492890,0.021541,0.028464,0.126566,0.021274,0.126566,st,-0.000725,56
255,3.492460,0.021922,0.028465,0.146510,0.023610,0.146510,st,-0.000724,56
128,3.492050,0.023653,0.028511,0.237048,0.024285,0.237048,st,-0.000678,56
204,3.492680,0.023232,0.028530,0.215015,0.020142,0.215015,st,-0.000659,0
559,3.495820,0.019182,0.028539,0.003227,0.002160,0.003227,st,-0.000650,54
227,3.492890,0.017540,0.028558,0.082652,0.018046,0.082652,st,-0.000631,54
595,3.494980,0.019417,0.028594,0.015495,0.005044,0.015495,st,-0.000595,54
479,3.494350,0.019515,0.028632,0.020610,0.007305,0.020610,st,-0.000557,54
94,3.489330,0.023015,0.028666,0.203688,0.033769,0.203688,st,-0.000523,54
40,3.490800,0.017609,0.028687,0.079063,0.025105,0.079063,st,-0.000502,54
366,3.493930,0.018913,0.028706,0.010876,0.007106,0.010876,st,-0.000483,54
258,3.492460,0.021786,0.028727,0.139399,0.014611,0.139399,st,-0.000462,54
104,3.493520,0.018183,0.028757,0.049028,0.007662,0.049028,st,-0.000432,54
123,3.493520,0.017787,0.028787,0.069752,0.006607,0.069752,st,-0.000402,54
89,3.493520,0.023181,0.028808,0.212332,0.005886,0.212332,st,-0.000381,0
200,3.493730,0.020996,0.028808,0.098073,0.004690,0.098073,st,-0.000381,52
135,3.492680,0.020771,0.028812,0.086280,0.010481,0.086280,st,-0.000377,52
181,3.493100,0.017904,0.028825,0.063622,0.007688,0.063622,st,-0.000364,52
567,3.495190,0.019480,0.028865,0.018784,0.005589,0.018784,st,-0.000324,52
92,3.493300,0.017856,0.028898,0.066160,0.004017,0.066160,st,-0.000291,52
80,3.493300,0.017930,0.028928,0.062286,0.002984,0.062286,st,-0.000261,52
63,3.492680,0.023375,0.028957,0.222478,0.005492,0.222478,st,-0.000232,52
411,3.493930,0.023953,0.028975,0.252725,0.002195,0.252725,st,-0.000214,52
349,3.492050,0.019238,0.028976,0.006115,0.008364,0.008364,lt,-0.000213,52
536,3.493930,0.021096,0.028991,0.103308,0.002765,0.103308,st,-0.000198,52
172,3.493300,0.017879,0.029028,0.064931,0.000447,0.064931,st,-0.000161,0
317,3.488910,0.020860,0.029060,0.090953,0.022771,0.090953,st,-0.000129,50
122,3.492460,0.017940,0.029066,0.061754,0.002976,0.061754,st,-0.000123,50
528,3.493300,0.021077,0.029089,0.102294,0.002558,0.102294,st,-0.000100,50
540,3.493520,0.019170,0.029111,0.002549,0.004557,0.004557,lt,-0.000078,50
532,3.493100,0.024566,0.029121,0.284789,0.002504,0.284789,st,-0.000068,50
498,3.493300,0.019027,0.029134,0.004889,0.004107,0.004889,st,-0.000055,50
29,3.491640,0.017579,0.029166,0.080613,0.004176,0.080613,st,-0.000023,50
248,3.489530,0.018594,0.029168,0.027549,0.015752,0.027549,st,-0.000021,50
173,3.493730,0.017995,0.029193,0.058891,0.008597,0.058891,st,0.000004,50
159,3.490800,0.023711,0.029213,0.240039,0.007236,0.240039,st,0.000024,50
526,3.493930,0.019047,0.029220,0.003842,0.010688,0.010688,lt,0.000031,0
254,3.492890,0.024475,0.029257,0.280011,0.006018,0.280011,st,0.000068,51
105,3.492680,0.017738,0.029271,0.072295,0.005292,0.072295,st,0.000082,51
264,3.492680,0.019000,0.029322,0.006328,0.007048,0.007048,lt,0.000133,51
91,3.488910,0.024461,0.029323,0.279310,0.013937,0.279310,st,0.000134,51
141,3.493730,0.017965,0.029336,0.060465,0.013541,0.060465,st,0.000147,51
252,3.492460,0.025450,0.029373,0.330988,0.007547,0.330988,st,0.000184,51
423,3.493520,0.019039,0.029376,0.004278,0.013700,0.013700,lt,0.000187,51
585,3.492460,0.019153,0.029436,0.001694,0.009701,0.009701,lt,0.000247,51
152,3.492890,0.018014,0.029475,0.057902,0.013483,0.057902,st,0.000285,51
187,3.493300,0.017864,0.029515,0.065748,0.017225,0.065748,st,0.000326,51
466,3.492260,0.020121,0.029554,0.052312,0.012624,0.052312,st,0.000365,0
408,3.493520,0.021451,0.029562,0.121872,0.020141,0.121872,st,0.000373,53
550,3.493300,0.019228,0.029593,0.005619,0.019928,0.019928,lt,0.000404,53
351,3.492260,0.019374,0.029623,0.013225,0.014977,0.014977,lt,0.000434,53
417,3.492460,0.021410,0.029626,0.119718,0.016233,0.119718,st,0.000437,53
370,3.490590,0.019222,0.029657,0.005296,0.006674,0.006674,lt,0.000468,53
352,3.488280,0.022267,0.029658,0.164551,0.006106,0.164551,st,0.000469,53
407,3.493100,0.020634,0.029676,0.079138,0.021633,0.079138,st,0.000487,53
440,3.491000,0.019359,0.029696,0.012438,0.010315,0.012438,st,0.000507,53
66,3.488280,0.017550,0.029705,0.082141,0.004550,0.082141,st,0.000516,53
457,3.492890,0.021481,0.029728,0.123435,0.022193,0.123435,st,0.000539,53
171,3.491000,0.018024,0.029752,0.057382,0.012199,0.057382,st,0.000563,0
389,3.493100,0.019091,0.029802,0.001565,0.025957,0.025957,lt,0.000613,55
558,3.489960,0.022993,0.029821,0.202521,0.008693,0.202521,st,0.000632,55
362,3.485760,0.024416,0.029859,0.276929,0.013105,0.276929,st,0.000670,55
463,3.492050,0.019984,0.029895,0.045125,0.023074,0.045125,st,0.000706,55
590,3.490590,0.019153,0.029937,0.001662,0.016161,0.016161,lt,0.000748,55
482,3.491640,0.019363,0.030009,0.012665,0.024616,0.024616,lt,0.000820,55
84,3.486390,0.018182,0.030113,0.049109,0.001268,0.049109,st,0.000924,55
505,3.490590,0.019182,0.030209,0.003214,0.025400,0.025400,lt,0.001020,55
382,3.493930,0.019327,0.030332,0.010800,0.049133,0.049133,lt,0.001143,55
424,3.488690,0.022316,0.030346,0.167095,0.019247,0.167095,st,0.001157,55
386,3.491000,0.019349,0.030622,0.011961,0.041790,0.041790,lt,0.001433,0
469,3.488690,0.019214,0.031011,0.004850,0.041584,0.041584,lt,0.001822,57
119,3.493100,0.025611,0.031119,0.339418,0.071290,0.339418,st,0.001930,57
404,3.485980,0.021243,0.031618,0.110968,0.046314,0.110968,st,0.002429,57
165,3.483300,0.017567,0.032623,0.081277,0.064041,0.081277,st,0.003434,57
117,3.494140,0.017355,0.032974,0.092335,0.141884,0.141884,lt,0.003785,57
430,3.464830,0.019275,0.033697,0.008071,0.000022,0.008071,st,0.004508,57
156,3.492680,0.017766,0.033766,0.070864,0.159665,0.159665,lt,0.004577,57
231,3.490590,0.017881,0.034511,0.064859,0.171415,0.171415,lt,0.005322,57
232,3.490590,0.017387,0.035184,0.090688,0.194270,0.194270,lt,0.005995,57
234,3.493520,0.018774,0.035366,0.018119,0.220408,0.220408,lt,0.006177,57
235,3.489960,0.018702,0.035885,0.021891,0.213779,0.213779,lt,0.006695,0
